HUL Code,HUL Outlet Name,Shikhar Onboarding,DETS ME Name,DETS Beat,FnR ME Name,FnR Beat,ECO,Shikhar
HUL-217701D-P12045,SAHIT STORES-D,YES,Subir Mondal,D-JORABAGAN ST,Rajesh Karmakar,F-NIMTALA 2,6081.36,0
HUL-217085D-PAR513,SAhmed-D-D,YES,Sourav Das,D-MECHUA 2,0,,1924.94,2087.53
HUL-217432F-PAR640,SAHU TEA COMPANY-F-D,YES,0,,Md. Asraf Ashraf,F-DAL PATTY,1872.72,50109.87
HUL-217432D-S105,Sailendra Nath Dey & Sons-D-D,YES,Deepak Kumar Patel,D-BABU BAZAR 1,Md. Asraf Ashraf,F-GUR PATTY,4550.07,0
HUL-217701D-P8521,Sailesh Bhander -D,YES,Sandip Saha,D-DURGA CHARAN MITRA STREET,Rajesh Karmakar,F-DURGA CHARAN MITRA STREET,7343.07,679.17
HUL-217085D-P1270,SAJID STORES-D-D,YES,Subir Mondal,D-COLOOTOLA PHEARS LANE,Rajesh Karmakar,F-COLOOTOLA,9626.61,1446.68
HUL-217701D-P16363,Sakil hussien-D,NO,S K Islam,D-BOW STREET(2)_COMM,0,,0,0
WB70000102075,SALIM STORES-D-D,YES,Sanjay Das,D-CANNING STREET 1,0,,32881.49,53688.15
HUL-217701D-P5996,SAMANTA STORES-D,YES,Sanjay Das,D-RAJAKATRA 5,0,,410.11,52551.64
HUL-217701D-P17213,Samanto Brother-D,YES,Anjan Sarkar,D-BORTALA STREET 1,Md. Asraf Ashraf,F-BURTOLA RETAIL,2709.28,0
HUL-217701D-P15268,Samaresh Maity-D,YES,S K Islam,D-HASTINGS,Soumik Ghosh,F-HASTINGS EXTRA,3195.74,1067.31
HUL-217432D-S069,SAMBHU STORE-D-D,YES,Deepak Kumar Patel,D-BABU BAZAR 1,Md. Asraf Ashraf,F-DAL PATTY,10882.66,0
HUL-217701D-P12964,SAMBHU STORES-P-D,NO,0,,0,,0,0
HUL-217701D-P8816,SAMPOORN STORES-D,YES,Sunil Mullick,D-INDIA EXCHANGE PLACE_COMM,Soumik Ghosh,F-INDIA EXCH. PLACE,10157.53,0
HUL-217701D-P21560,Sampreeti-D,NO,0,,0,,0,0
HUL-217085D-PAR548,Sandeep Variety Stores-D-D,YES,Sandip Saha,D-D C MITRA STREET,Debojyoti Ghosh,F-D C M STREET,6887.76,0
HUL-217701P22453,Sandip Stores,NO,Subir Mondal,D-KHOTTA BAZAR-WHOLESALE,0,,868.03,615.23
HUL-217701D-P21819,Sangam Store-D,NO,0,,0,,0,0
HUL-217701D-P11087,SANJAY PRASAD,YES,Sandip Saha,D-NIMTALA GHAT STREET,Soumik Ghosh,F- NIMTALA GHAT STREET,6136.22,8567.17
HUL-217085D-PAR549,Sanjay Shaw-D-D,YES,Subir Mondal,D- NATUN BAZAR 3,Soumik Ghosh,F-NATUNBAZAR 2,4458.68,449.03
HUL-217701D-P22211,SANJIB ENTERPRISE-D,YES,Sunil Mullick,D-AHARITOLA,0,,2152.9,0
HUL-217701D-P21518,Sanjib Kumar Jain-D,NO,0,,0,,0,0
HUL-217701D-P13030,Sanjoy Pan Shop-D,YES,S K Islam,D-M G ROAD,0,,4357.03,2657.69
HUL-217085P-P3540,SANJOY SHAW-P-D,YES,Sandip Saha,D-B. M STREET,Debojyoti Ghosh,F-B M STREET,7240.72,1179.7
HUL-217701D-P13282,SANJOY SING-D,NO,Anjan Sarkar,D-R.D.SARKAR_COMM,0,,615.38,0
HUL-217085D-PAR22,SANKAR ST.-D-D,YES,Sourav Das,D-KHOTTA BAZAR,Debojyoti Ghosh,F-KHOTTA BAZAR,5698.62,0
HUL-217701D-P14937,Sankar Store-D,YES,Anjan Sarkar,D-NATUN BAZAR-2,Soumik Ghosh,F-NATUNBAZAR 2,3206.41,0
HUL-217701D-P11455,SANKAR STORES-D,YES,S K Islam,D-B K PAUL,Koina Prasad,F-B.K.PAUL,0,0
HUL-217701D-P13233,SANKAR STORES-D,YES,Sunil Mullick,D-AHARITOLA,Soumik Ghosh,F- AHIRITOLA STREET,3623.25,1304.58
HUL-217085D-PAR553,Sankar Stores-D-D,YES,Sunil Mullick,D-KALAKAR STREET 2,Rajesh Karmakar,F-KALAKAR STREET 2,15012.56,2142.19
HUL-217701D-P6532,SANKAR STORES-F-D,YES,Sandip Saha,D-CHATTUBABU BAZAR,Debojyoti Ghosh,F-CHATU BABU BAZAR,6026.13,0
HUL-217701D-P21672,Santi Health Corner-D,NO,0,,Md. Asraf Ashraf,F-BURTOLA RETAIL,0,0
HUL-217701F-P4302,SANTI RANJAN DAS-F,NO,0,,Md. Asraf Ashraf,F-RAJAKATRA 3,0,0
HUL-217701D-P8231,Santi Stores-D,NO,0,,0,,804.12,0
HUL-217701D-P11167,SANTOSH GHOSH-D,YES,Subir Mondal,D-NATUN BAZAR-1,0,,2771.53,1028.74
HUL-217701D-P6536,SANTOSH KR. SRIMANI-F-D,YES,Anjan Sarkar,D-RAM MANDIR,Koina Prasad,F-RAM MANDIR,447.3,0
HUL-217085D-PAR558,Santosh Shaw-D-D,YES,Sandip Saha,D-D C MITRA STREET,0,,551.15,1956.72
HUL-217701D-P15233,Santosh Stores-D,YES,Sandip Saha,D-KALAKAR STREET,0,,691.5,0
HUL-217701D-P13192,SARADA MONI BHANDAR-D,YES,Sourav Das,D-NIMTALA STREET 2,0,,698.94,0
HUL-217701D-P11703,SARADA STORE-D,NO,0,,0,,660.81,0
HUL-217701D-P11530,SARADA STORES-D,NO,Deepak Kumar Patel,D-RAJAKATRA - 1,0,,0,0
HUL-217701D-P10967,SARASWATI VARIETY STORES-D,YES,Sandip Saha,D-DURGA CHARAN MITRA STREET,Rajesh Karmakar,F-DURGA CHARAN MITRA STREET,4956.84,0
HUL-217701D-P15193,Saraswatistores-D,YES,Anjan Sarkar,D-RAM MANDIR,0,,0,0
HUL-217701D-P15688,Sarban Shaw-D,YES,Sandip Saha,D-D C MITRA STREET,0,,3829.53,0
HUL-217085D-P1086,SARFARAJ ALAM & BROTHERS-D-D,YES,Sourav Das,D-ZAKARIA STREET,Rajesh Karmakar,F-COLOOTOLA,6096.67,1513.32
HUL-217701D-P17300,SARKAR Store-D,NO,0,,0,,0,0
HUL-217085D-PAR561,Satya Narayan Bhandar(BM)-D-D,YES,Sourav Das,D-D.C.M STREET,Rajesh Karmakar,F-DURGA CHARAN MITRA STREET,8450.34,0
HUL-217085D-PAR562,Satya Narayan Bhandar(RD)-D-D,YES,Sunil Mullick,D-R.D.STREET_COMM,Debojyoti Ghosh,F-R D STREET,1178.83,0
HUL-217085D-PAR565,SATYA NARAYAN BHANDER(NIMTALA)-D-D,YES,Subir Mondal,D-JORABAGAN ST,Soumik Ghosh,F- NIMTALA GHAT STREET,5464.9,0
HUL-217701D-P15536,Satyam Stores-D,YES,Anjan Sarkar,D-NATUN BAZAR-2,Soumik Ghosh,F-NATUNBAZAR 2,0,0
HUL-217701D-P21609,Satyanarayan-D,NO,0,,0,,560.35,0
HUL-217701D-P12345,SATYANARYAN MARWARI-D,NO,0,,0,,735.94,0
HUL-217701D-P12285,SATYANARYAN STORES-D,NO,0,,0,,1610.25,0
HUL-217701D-P21623,SAUHARDHYA VARIETY STORES-D,YES,0,,0,,-123.41,0
HUL-217085D-PAR97,SAVITRI BHANDER-D-D,YES,Sourav Das,D-MECHUA 2,0,,677.02,2009.98
HUL-217701D-P9861,Saw Stores-D,YES,Anjan Sarkar,D-R.D.SARKAR_COMM,Soumik Ghosh,F- R.D.SARKAR STREET,1986.75,2314.68
HUL-217701D-P7313,SEN & SONS-D,YES,Subir Mondal,D-JORABAGAN ST,0,,212.11,0
HUL-217701D-P16934,Sen S Enterprise-D,YES,S K Islam,D-B K PAUL,Koina Prasad,F-B.K.PAUL,1938.14,1052.64
HUL-217701D-P6316,Shabbir Alam-D,YES,Subir Mondal,D-COLOOTOLA PHEARS LANE,Rajesh Karmakar,F-COLOOTOLA,3270.3,4038.95
HUL-217085D-P796,Shahid Jamal-D-D,NO,S K Islam,D-PHEARS LANE,Koina Prasad,F-PHEARS LANE,6823.77,0
HUL-217085D-P1012,SHAKIRHUSSAIN-D-D,YES,S K Islam,D-BOW STREET(2)_COMM,Koina Prasad,F-BOW STREET 2,3653.44,0
HUL-217701D-P21407,Shakti Sales Agency-D,NO,0,,0,,1115.99,0
HUL-217701D-P12185,Shankar Stores,NO,0,,0,,366.18,0
HUL-217701D-P15127,Shankarstores-D,YES,0,,Koina Prasad,F-M.G.ROAD,0,0
HUL-217701D-P13272,SHANTI STORES-D,NO,0,,0,,0,0
HUL-217701D-P14952,Shanti Stores-D,YES,Anjan Sarkar,D-NATUN BAZAR-2,Soumik Ghosh,F-NATUNBAZAR 2,1831.41,0
HUL-217701D-P13599,SHARMA STORES-D,NO,Sandip Saha,D-KALAKAR STREET,0,,746.04,0
HUL-217701D-P13155,SHARMA TELECOM-D,YES,Sourav Das,D-MECHUA 1,Rajesh Karmakar,F-MECHUA 2,1160.34,0
HUL-217701D-P13765,SHATRAGHANA BURNWAL-D,NO,Sourav Das,D-KHOTTA BAZAR,0,,1478.87,0
HUL-217701D-P17048,Shaw Brother-D,YES,Anjan Sarkar,D-M M TALA_COMM,Debojyoti Ghosh,F-M M TALA,3305.41,0
HUL-217701D-P13740,SHAW STATIONARY GENERAL STORES-D,YES,S K Islam,D-BOW STREET (1)_COMM,Koina Prasad,F- BOW STREET 1,1282.55,1243.18
HUL-217701D-P13825,SHAW STORES-D,YES,Anjan Sarkar,D-R.D.SARKAR_COMM,Soumik Ghosh,F- R.D.SARKAR STREET,9465.62,765.34
HUL-217085D-PAR573,Shaw Variety Stores-D-D,YES,Sunil Mullick,D-AHARITOLA,Soumik Ghosh,F- AHIRITOLA STREET,12384.1,2923.79
HUL-217085D-PAR574,SHIB KALI STORES-D,YES,Subir Mondal,D-JORABAGAN ST,Soumik Ghosh,F- NIMTALA GHAT STREET,6012.7,3270.7
HUL-217701D-P8266,SHIB NANDAN PAAN BHANDER-D,NO,Anjan Sarkar,D-NATUN BAZAR-2,0,,2214.85,0
HUL-217701D-P21714,Shila Stores-D,YES,0,,Md. Asraf Ashraf,F-RAJA KATRA,143400.98,0
HUL-217085D-PAR52,SHIV DURGA STORES-D-D,YES,S K Islam,D-B K PAUL,Koina Prasad,F-B.K.PAUL,2321.31,521.09
HUL-217701D-P4501,Shiv Shakti Store-D,NO,0,,Md. Asraf Ashraf,F-RAJAKATRA 3,2948.01,0
HUL-217701D-P13720,SHIVA STORES-D,NO,0,,Rajesh Karmakar,F-DURGA CHARAN MITRA STREET,917.44,0
HUL-217743P691,SHIVAM  ZM-D,YES,Anjan Sarkar,D-RAM MANDIR,0,,1543.87,10086.38
HUL-217701D-P17806,shivam bhander-D,NO,Sandip Saha,D-B. M STREET,0,,2524.53,0
HUL-217701D-P15653,Shivam Confectioners-D,YES,Sunil Mullick,D-BAGBAZAR,Soumik Ghosh,F-BAG BAZAR,1702.94,30417.06
HUL-217085D-P682,Shivam Varieties Stores-D-D,YES,Sandip Saha,D-CHATTUBABU BAZAR,Debojyoti Ghosh,F-CHATU BABU BAZAR,2278.28,1324.78
HUL-217701D-P11077,SHIVARANI VARIETY-D,YES,Sandip Saha,D-NIMTALA GHAT STREET,Soumik Ghosh,F- NIMTALA GHAT STREET,1212.15,0
WB70000702080,SHIVSHAKTI STORES-D-D,NO,Sanjay Das,D-GANESH MKT,0,,959.89,5053.93
HUL-217085D-P1061,SHOVIRAM-D-D,YES,0,,0,,532.66,0
HUL-217701D-P21504,SHREE SHITLA STORES-D,YES,0,,0,,0,0
HUL-217701D-P16950,SHREE AKSHAT PLASTIC-D,YES,Sanjay Das,D-BAGREE,0,,0,88632.99
HUL-217701D-P11798,SHREE ASHUTOSH STORES,YES,Sanjay Das,D-CANNING STREET,0,,42110.29,184617.66
HUL-217701D-P6592,SHREE BHARAT STORES-D,NO,0,,0,,367103.78,0
HUL-217701D-P14885,SHREE KRISHNA STORE-D,YES,Sandip Saha,D-B. M STREET,Debojyoti Ghosh,F-B M STREET,5120.98,0
HUL-217701D-P22008,SHREE RAM BANDAR-D,YES,0,,0,,3171.22,0
HUL-217701D-P11848,SHREE RAM TEA-D,YES,0,,Md. Asraf Ashraf,F-RAJAKATRA 3,16440.71,0
HUL-217743P603,Shree Shopper Ltd.-U2NC,YES,Sunil Mullick,D-KALAKAR STREET 2,0,,-7955.02,39074.89
HUL-217701F-P4314,SHREE SHYAM STORE-F,YES,0,,Md. Asraf Ashraf,F-GUR PATTY,3223.52,0
WB70000102082,SHREENATHJIENTERPRISES-D-D,YES,Sanjay Das,D-GANESH MKT,0,,50340.68,8616.32
HUL-217701D-P12055,SHREYA STORES-D,NO,Sourav Das,D-NIMTALA STREET 2,0,,1066.92,0
HUL-217701D-P8666,SHUBHI STORES-D,YES,0,,0,,1059.12,0
HUL-217701D-P6835,SHUBHI STORES-D-D,YES,S K Islam,D-B K PAUL,Koina Prasad,F-B.K.PAUL,3944.89,0
HUL-217701D-P13630,SHUKLA BROTHERS-D,NO,0,,0,,0,0
HUL-217701D-P10992,SHUVAM STORES-D,NO,Sunil Mullick,D-BAGBAZAR,0,,0,0
HUL-216252F-P1909,SHUVAM-F-D,YES,Sandip Saha,D-CHATTUBABU BAZAR,Debojyoti Ghosh,F-CHATU BABU BAZAR,2919.22,0
HUL-217085D-PAR110,SHYAM KANHAIYA SINGH-D-D,YES,Sourav Das,D-MECHUA 2,0,,3939.94,1112.14
HUL-217432D-S043,SHYAM LAL PAUL-D-D,YES,Deepak Kumar Patel,D-DALPATTY,Md. Asraf Ashraf,F-RAJAKATRA 3,5083.16,8646.94
HUL-217085P-P475,Shyam Shree-P-D,YES,Anjan Sarkar,D-RAM MANDIR,0,,1758.55,0
HUL-217085D-P802,Shyam Stores(Colu Tola)-D-D,YES,S K Islam,D-PHEARS LANE,0,,2004.75,0
HUL-217701D-P16828,Shyam Stores-D,NO,Sunil Mullick,D- D.C. M. STREET 2,0,,0,0
HUL-217432D-S019,SHYAM STORES-D-D,NO,Subir Mondal,D-KHOTTA BAZAR-WHOLESALE,0,,959.82,0
HUL-217701D-P17813,Shyam Stores-U2NC,YES,0,,0,,-206.6,0
HUL-217701D-P14489,SHYAM SUNDAR STORES-D,YES,Sunil Mullick,D-R.D.STREET_COMM,Debojyoti Ghosh,F-R D STREET,1665.96,0
HUL-217701D-P11803,SHYAM SUNDER &SONS-D,NO,0,,Md. Asraf Ashraf,F-RAJA KATRA,2802.55,0
HUL-217701D-P22078,Shyam Sunder Gupta-D,NO,0,,Md. Asraf Ashraf,F-RAJA KATRA,1246.61,0
HUL-217085D-P1116,SHYAM SUNDER PANDIT-D-D,YES,Sunil Mullick,D- D.C. M. STREET 2,Debojyoti Ghosh,F-D C M STREET,4895.56,0
HUL-217701D-P4284,SHYAMA STORES-D,YES,Anjan Sarkar,D-M M TALA_COMM,Debojyoti Ghosh,F-M M TALA,3807.4,0
WB70000102083,SHYAMA STORES-D-D,YES,Subir Mondal,D-RAJAKATRA - 2,0,,4884.52,35670.64
HUL-217701D-P21987,Shyamjit Maity-D,NO,Subir Mondal,D-KHOTTA BAZAR-WHOLESALE,0,,0,0
HUL-217701D-P14892,Shyamol Stores-D,YES,Anjan Sarkar,D-M M TALA_COMM,Debojyoti Ghosh,F-M M TALA,1958.51,0
HUL-216252F-1414,SIDDHESWARY BHANDAR(B.K.PAL)-F-D,YES,S K Islam,D-B K PAUL,Koina Prasad,F-B.K.PAUL,0,0
HUL-217432D-S021,SIDDHI VINAYAK-D-D,YES,Sanjay Das,D-BAGREE,0,,7164.16,0
HUL-217701D-P14412,Sikandar Shaw-D,YES,Sandip Saha,D-D C MITRA STREET,0,,7081.07,0
HUL-217085D-P1226,SINGH GENERAL STORES-D-D,YES,S K Islam,D-HASTINGS,0,,2268.2,1723
HUL-217701D-P17278,SINGH STORES.-D,NO,Deepak Kumar Patel,D-RAJAKATRA - 1,0,,0,0
HUL-217701D-P21917,Singha Stores-D,NO,Sunil Mullick,D- D.C. M. STREET 2,0,,8036.87,0
HUL-217701F-P4298,SITALA RANI PAUL-F,YES,S K Islam,D-B K PAUL,Koina Prasad,F-B.K.PAUL,4574.52,1047.56
HUL-217085D-P1213,SITARAM & SONS-D-D,YES,S K Islam,D-HASTINGS,Soumik Ghosh,F-HASTINGS EXTRA,4195.16,0
HUL-217701D-P10982,SITARAM SHAW-D,YES,Sunil Mullick,D- D.C. M. STREET 2,Debojyoti Ghosh,F-D C M STREET,5667.86,0
HUL-217701D-P10932,SITARAM SHAW-D,YES,Deepak Kumar Patel,D-BABU BAZAR 2,Md. Asraf Ashraf,F-DAL PATTY,9194.68,17704.5
HUL-217701D-P17355,SK ASIF AHMED-D,YES,S K Islam,D-BOW STREET(2)_COMM,Koina Prasad,F-BOW STREET 2,17193.87,0
HUL-217701D-P16243,Sk Raja-D,NO,S K Islam,D-PHEARS LANE,0,,0,0
HUL-217085D-PAR522,SKKundu-D-D,YES,Sandip Saha,D-D C MITRA STREET,Koina Prasad,F-B.K.PAUL,25933.55,8419.63
HUL-217085D-PAR595,Sofeda Bhandar-D-D,YES,Sunil Mullick,D-BAGBAZAR,Soumik Ghosh,F-BAG BAZAR,9913.54,1176.36
HUL-217701P22419,Sohan Medical Stores,NO,0,,0,,0,0
HUL-217701D-P21994,Soma Stores-D,YES,Sandip Saha,D-NIMTALA GHAT STREET,0,,555.7,0
HUL-217701D-P11545,SOMNATTH STORES-D,YES,Sandip Saha,D-B. M STREET,Debojyoti Ghosh,F-B M STREET,2148.2,0
HUL-217701D-P6776,SONU GUPTA-D-D,YES,S K Islam,D-M G ROAD,Koina Prasad,F-M.G.ROAD,11558,3051.72
HUL-216788P1128,SPANDAN (S.B.)-U2NC,YES,0,,0,,2619.86,1460
HUL-217701D-P17178,Sre Sai Medicos-D,YES,Anjan Sarkar,D-NATUN BAZAR-2,0,,5937.43,0
HUL-217085D-PAR19,Sree Agarwal Bhander.-D-D,YES,Sunil Mullick,D-BAGBAZAR,Soumik Ghosh,F-BAG BAZAR,3443.26,8568.34
HUL-217085D-PAR480,Sree Balajee Stores-D-D,YES,Sandip Saha,D-NIMTALA GHAT STREET,Debojyoti Ghosh,F-KHOTTA BAZAR,3647.08,0
HUL-217085D-PAR603,Sree Chand Stores-D-D,YES,Subir Mondal,D-JORABAGAN ST,Debojyoti Ghosh,F-R D STREET,5157.3,4717.04
HUL-217085D-PAR604,Sree Chandeswari Bhander-D-D,YES,Subir Mondal,D- NATUN BAZAR 3,Rajesh Karmakar,F-NIMTALA 2,479.68,0
HUL-217085D-PAR608,Sree Durga Bhandar-D-D,YES,Subir Mondal,D-NATUN BAZAR-1,Rajesh Karmakar,F-MECHUA 2,5790.23,0
HUL-217085D-PAR612,Sree Durga Flour Mill-D-D,YES,S K Islam,D-M G ROAD,Koina Prasad,F-M.G.ROAD,16448.29,13350.12
HUL-217701D-P11052,SREE GANESH BHANDER-D,YES,Sunil Mullick,D-KALAKAR STREET 2,Rajesh Karmakar,F-KALAKAR STREET 2,13337.48,3184.08
HUL-217701D-P14474,Sree Ganesh Store,YES,Subir Mondal,D- NATUN BAZAR 3,0,,3246.51,0
HUL-217085D-PAR617,SREE GOPAL SHYAM SUNDAR-D-D,YES,Anjan Sarkar,D-BORTALA STREET 1,Md. Asraf Ashraf,F-BURTOLA RETAIL,5310.88,0
HUL-217085P-P3604,SREE GOPAL STORES-P-D,YES,Anjan Sarkar,D-RAM MANDIR,0,,1853.07,0
HUL-217701D-P4352,SREE GURU BHANDER( M M TALA)-D,YES,Anjan Sarkar,D-M M TOLA 2,Rajesh Karmakar,F-M.M.TOLA 2,2786.77,0
HUL-217701D-P16278,Sree Hanuman Bhander-D,NO,0,,0,,0,0
HUL-216788P1102,SREE HANUMAN BHANDER-U2nc,YES,Sunil Mullick,D-KALAKAR STREET 2,0,,28905.59,11590.61
HUL-217701D-P15137,Sree Jagannath Shop-D,NO,Sourav Das,D-ZAKARIA STREET,0,,2026.79,0
HUL-217701D-P21812,Sree Krishhna Bhander-D,NO,Deepak Kumar Patel,D-RAJAKATRA - 3_COMM,0,,0,0
HUL-217085D-PAR619,Sree Krishna Stores-D-D,NO,Sandip Saha,D-B. M STREET,0,,0,0
HUL-217085D-PAR620,Sree Krishna Trading-D-D,YES,Sunil Mullick,D-R.D.STREET_COMM,Debojyoti Ghosh,F-R D STREET,3987.39,-1440.82
WB70000150313,SREE LAKHI STORES-F-D,NO,0,,Md. Asraf Ashraf,F-BAGREE MARKET,11255.39,0
HUL-217085D-PAR621,Sree Laxmi Bhandar-D-D,YES,Sourav Das,D-MECHUA 2,Rajesh Karmakar,F-MECHUA 2,8007.08,1605.91
HUL-217701D-P17325,Sree Laxmi Narayan Store-D,NO,0,,Md. Asraf Ashraf,F-BAGREE MARKET,8239.78,0
HUL-217701D-P11863,SREE LAXMI PAPER STORE-D,NO,0,,0,,0,0
HUL-217701D-P16343,Sree Mahabir Store-D,NO,0,,Md. Asraf Ashraf,F-RAJAKATRA 3,3252.67,0
HUL-217085D-PAR624,SREE MAHESH STORES-D-D,YES,Anjan Sarkar,D-M M TOLA 2,0,,0,1140.8
HUL-217085D-P1185,Sree Ram Show-D-D,YES,Subir Mondal,D-COLOOTOLA PHEARS LANE,Rajesh Karmakar,F-COLOOTOLA,8785.64,1750.37
HUL-217085D-PAR629,SREE SAMBHU STORES-D-D,YES,Sandip Saha,D-KALAKAR STREET,0,,1386.74,0
HUL-217701D-P4312,SREE SANTOSHI STORES-D,NO,Subir Mondal,D-NATUN BAZAR-1,0,,0,0
HUL-217085D-PAR633,Sree Shyam Stores(DCM)-D-D,YES,Sunil Mullick,D- D.C. M. STREET 2,Debojyoti Ghosh,F-D C M STREET,10990.14,0
WB70000120679,SREE VIJAY STORES-D_U2NC,NO,0,,0,,716.24,0
HUL-217085D-PAR601,SREEBHUTANATHSTORES-D-D,YES,S K Islam,D-B K PAUL,Koina Prasad,F-B.K.PAUL,12726.97,2224.57
HUL-216252F-1078,SREEDHAR BHANDAR(CH.BABU BAZAR)-F-D,YES,0,,Soumik Ghosh,F- R.D.SARKAR STREET,1343.85,0
HUL-217085D-PAR209,SreeGuptaBhander-D-D,YES,Sourav Das,D-MECHUA 2,Rajesh Karmakar,F-MECHUA 2,9668.62,2271.81
HUL-217085D-P1379,SREELAXMISTORES-D-D,YES,Anjan Sarkar,D-BORTALA STREET 1,0,,10881.3,4026.22
HUL-217085D-PAR636,Sreema Stores-D-D,YES,Sandip Saha,D-B. M STREET,Debojyoti Ghosh,F-B M STREET,4131.48,0
HUL-217085D-PAR461,SREEPANJABSTORES-D (Jk),YES,Anjan Sarkar,D-BORTALA STREET 1,Md. Asraf Ashraf,F-BURTOLA RETAIL,0,34512.95
WB70000560761,SREERAM(SVS)-D,YES,Anjan Sarkar,D-RAM MANDIR,Md. Asraf Ashraf,F-NATUNBAZAR 1,41903.18,0
HUL-217701D-P6606,Sri Balaji Stores-D,YES,Sanjay Das,D-CANNING STREET,0,,249426.38,1444.44
HUL-217701D-P22238,Sri Bansal Store-D,YES,0,,Md. Asraf Ashraf,F-BURTOLA RETAIL,0,0
WB70000702085,SRI DURGA STORES-D-D,YES,Sanjay Das,D-GANESH MKT,0,,105790.88,98946.92
WB70000702086,SRI GANESH BHANDER-D-D,NO,Subir Mondal,D-RAJAKATRA - 2,0,,15247.6,10466.56
HUL-217701D-P22333,SRI GANESH STORES-D,YES,0,,0,,18565.77,0
WB70000102081,SRI GANESH STORES-D-D,NO,Sanjay Das,D-GANESH MKT,0,,25899.79,17018.21
HUL-217701D-P4480,SRI GURU BHANDER--IC-D,NO,Anjan Sarkar,D-M M TOLA 2,Soumik Ghosh,F-BAG BAZAR,2911.24,0
WB70000102087,SRI GURU STORES-D-D,NO,0,,0,,729.24,0
HUL-216252F-C093,SRI HARI STORES-F-D,YES,Subir Mondal,D- NATUN BAZAR 3,Soumik Ghosh,F-NATUNBAZAR 2,6051.31,0
WB70000702044,SRI MAHABIR STORES-D-D,YES,Subir Mondal,D-RAJAKATRA - 2,0,,25042.78,0
HUL-217701D-P11357,Sri Ram Bhander-D,YES,Sourav Das,D-MECHUA 2,0,,4006.88,3089.59
WB70000702079,SRI SHIV SHANKAR TRADING-D-D,YES,Deepak Kumar Patel,D-GUR PATTY,0,,27857.34,0
WB70000102088,SRI SHYAM COSMETICS-D-D,NO,Sanjay Das,D-Canning 3,0,,4925.9,0
HUL-217701D-P11062,SRI TIRUPATI BALAJI-D,YES,Sunil Mullick,D-BAGBAZAR,Soumik Ghosh,F-BAG BAZAR,1366.45,0
HUL-217085D-P1120,STAR BIRI-D-D,YES,S K Islam,D-BOW STREET (1)_COMM,Koina Prasad,F- BOW STREET 1,0,0
HUL-217701D-P13185,STAR TREADERS-D,YES,0,,0,,0,0
HUL-217701D-P21462,STREET FOOD CORNER-D,NO,Sunil Mullick,D-AHARITOLA,0,,2275.15,0
HUL-216252F-C222,STUDENT CORNER-D,YES,Subir Mondal,D-JORABAGAN ST,Soumik Ghosh,F- NIMTALA GHAT STREET,4988.78,0
HUL-217701D-P21630,SUBASH CHANDRA PAUL & SONS-D,NO,0,,0,,674.59,0
HUL-217701D-P6570,SUBASH PROJAPATI-D,YES,Sunil Mullick,D-R.D.STREET_COMM,Debojyoti Ghosh,F-R D STREET,5997.63,2193.49
HUL-217085D-PAR639,SUBASH STORES-D-D,YES,Sunil Mullick,D-INDIA EXCHANGE PLACE_COMM,Soumik Ghosh,F-INDIA EXCH. PLACE,16682.55,13028.69
WB70000102023,SUBHAM ENTERPRISE-D-D,NO,Sanjay Das,D-CANNING STREET 1,0,,22348.89,0
HUL-217701D-P12946,SUBHAM STORES-P-D,NO,Deepak Kumar Patel,D-DALPATTY,0,,451.94,0
HUL-217432F-PAR607,SUBHAS CHOUDHURI-F-D,NO,0,,Md. Asraf Ashraf,F-DAL PATTY,12137.19,0
HUL-217085D-PAR640,Subhas Pr Singh-D-D,YES,Subir Mondal,D- NATUN BAZAR 3,0,,3206.18,1482.85
HUL-217085D-PAR641,SUBHAS STORES(1)-D-D,YES,Subir Mondal,D-JORABAGAN ST,Soumik Ghosh,F- NIMTALA GHAT STREET,15546.23,6299.12
HUL-217085D-PAR642,Subhash Stores (Or)-D-D,YES,Sandip Saha,D-NIMTALA GHAT STREET,Soumik Ghosh,F- NIMTALA GHAT STREET,5508.69,0
HUL-217085D-P1186,Subrata Sadhukhan-D-D,YES,Subir Mondal,D-COLOOTOLA PHEARS LANE,Rajesh Karmakar,F-COLOOTOLA,7468.24,1960.86
HUL-217701D-P21350,SUDAMA-D,NO,0,,0,,2843.76,0
HUL-217701D-P8856,Sudarshan Stores-D,YES,Sourav Das,D-NIMTALA STREET 2,Rajesh Karmakar,F-NIMTALA 2,5455.17,3140.27
HUL-217701D-P14314,Sudha Store-D,NO,0,,0,,0,0
HUL-217701D-P11247,SUJATA BHANDER-D,YES,Anjan Sarkar,D-R.D.SARKAR_COMM,Soumik Ghosh,F- R.D.SARKAR STREET,5507.8,1427.6
HUL-217701D-P11900,SUJIT PAN SHOP-D,NO,Sandip Saha,D-DURGA CHARAN MITRA STREET,0,,1058.37,0
HUL-217085D-PAR643,Sukhari Shaw-D-D,YES,Sandip Saha,D-DURGA CHARAN MITRA STREET,Soumik Ghosh,F- AHIRITOLA STREET,0,0
HUL-217701D-P17098,SULEKHA STORES-D,YES,Anjan Sarkar,D-M M TALA_COMM,Debojyoti Ghosh,F-M M TALA,1761.51,0
HUL-217085D-P1376,SULEKHA STORES-D-D,YES,S K Islam,D-M G ROAD,Rajesh Karmakar,F-MECHUA 2,5676.41,0
